X,aY,aZ,gX,gY,gZ
0.664,-0.111,0.985,6.775,92.346,5.432
0.686,-0.089,1.028,9.155,102.722,6.714
0.690,-0.083,0.995,13.611,117.554,7.080
0.684,-0.100,0.917,16.724,132.141,6.958
0.690,-0.100,0.852,15.320,141.663,8.057
0.709,-0.092,0.830,11.902,147.339,10.315
0.721,-0.097,0.855,9.094,153.442,12.146
0.751,-0.055,0.880,9.216,160.645,13.184
0.747,-0.044,0.787,13.977,168.884,11.719
0.749,-0.040,0.676,17.456,175.781,9.338
0.742,-0.041,0.583,16.174,177.612,7.385
0.734,-0.032,0.501,13.733,175.049,6.409
0.763,-0.047,0.473,11.475,171.570,6.470
0.772,-0.014,0.468,7.812,170.898,6.592
0.757,-0.011,0.395,7.263,173.157,4.822
0.743,-0.023,0.312,6.714,176.392,3.113
0.748,-0.037,0.259,2.808,176.514,2.869
0.744,-0.014,0.229,-1.648,176.025,2.869
0.732,-0.014,0.139,-2.197,177.368,2.441
0.726,-0.023,0.028,-0.793,176.819,2.502
0.724,-0.024,-0.055,-1.160,170.715,2.930
0.733,-0.020,-0.119,-3.113,161.133,3.784
0.744,-0.019,-0.177,-4.944,151.917,5.249
0.747,-0.012,-0.207,-6.104,141.907,6.165
0.752,-0.004,-0.232,-6.958,132.080,6.714

-0.853,0.157,2.186,33.264,-650.085,98.328
-0.659,-0.024,2.562,76.904,-594.849,85.144
-0.555,-0.023,2.877,86.853,-522.827,85.327
-0.458,0.174,3.046,57.068,-430.847,99.243
-0.375,0.387,3.141,18.555,-337.830,107.849
-0.299,0.573,3.118,-9.216,-259.277,97.900
-0.279,0.568,2.950,-18.433,-199.646,71.960
-0.279,0.452,2.776,-20.508,-153.992,42.542
-0.246,0.345,2.649,-22.705,-117.859,22.827
-0.197,0.297,2.528,-23.315,-85.693,13.550
-0.130,0.303,2.398,-18.188,-55.603,9.399
-0.046,0.336,2.220,-6.775,-27.466,4.883
0.035,0.364,2.008,7.751,-0.977,-1.221
0.099,0.366,1.754,20.935,22.095,-8.118
0.139,0.356,1.506,28.931,40.894,-14.771
0.181,0.329,1.295,31.006,54.016,-19.470
0.210,0.308,1.141,28.687,60.242,-23.132
0.235,0.291,1.036,25.818,60.730,-26.733
0.250,0.267,0.978,23.865,59.875,-29.053
0.252,0.242,0.945,22.888,58.533,-30.579
0.252,0.220,0.932,22.156,56.030,-31.921
0.250,0.201,0.922,21.118,54.260,-32.043
0.248,0.189,0.904,19.836,54.199,-31.006
0.229,0.177,0.883,17.700,54.260,-29.419
0.220,0.163,0.873,14.954,53.406,-26.917
0.204,0.145,0.896,11.597,51.636,-24.597
0.214,0.136,0.932,8.728,49.866,-21.851
0.231,0.139,0.978,6.287,48.889,-18.860
0.234,0.147,1.005,4.272,49.377,-17.822
0.229,0.130,1.018,4.272,50.964,-18.188
0.221,0.113,1.031,4.456,52.856,-19.043
0.204,0.085,1.049,5.005,55.115,-19.714
0.208,0.068,1.080,5.127,57.739,-19.714
0.221,0.050,1.100,5.371,61.829,-18.982
0.241,0.046,1.098,5.310,68.359,-18.066
0.256,0.048,1.066,4.822,75.378,-17.578
0.272,0.044,1.001,4.822,82.092,-16.724
0.279,0.033,0.933,4.089,86.426,-15.991
0.295,0.019,0.882,2.869,87.524,-14.771
0.331,0.018,0.837,1.648,86.487,-12.695
0.343,0.024,0.807,0.671,84.167,-10.803
0.361,0.042,0.769,0.122,81.848,-9.094
0.367,0.052,0.733,-0.305,77.271,-8.179
0.382,0.052,0.708,-1.160,70.374,-7.568
0.395,0.036,0.728,-1.282,62.683,-6.592
0.426,0.045,0.767,-1.160,55.847,-5.066
0.443,0.060,0.773,1.770,50.781,-4.089
0.455,0.073,0.762,6.409,48.035,-4.211
0.464,0.073,0.757,9.949,45.471,-5.493
0.468,0.071,0.768,10.559,43.274,-7.019
0.481,0.072,0.771,9.705,41.870,-8.240
0.479,0.068,0.760,7.935,41.687,-9.460
0.476,0.059,0.740,5.798,41.016,-10.559
0.480,0.044,0.739,2.869,39.490,-10.864
0.491,0.032,0.736,0.610,37.415,-10.376
0.492,0.022,0.725,0.183,35.339,-9.033
0.501,0.017,0.729,1.099,32.532,-7.629
0.513,0.023,0.750,2.197,29.907,-5.798
0.522,0.029,0.788,3.174,29.114,-4.517
0.534,0.035,0.822,3.479,30.823,-3.113

-0.334,-0.238,-2.101,20.996,-279.541,-6.226
-0.494,-0.271,-1.970,-2.258,-368.591,9.888
-0.723,-0.191,-1.622,-23.560,-458.374,28.137
-1.050,-0.153,-1.115,-38.635,-540.833,43.701
-1.339,-0.169,-0.293,-47.852,-618.591,54.077
-1.592,-0.304,0.910,-48.950,-675.964,63.354
-1.301,-0.402,2.579,-37.903,-687.988,78.552
-1.048,-0.368,3.707,-20.142,-639.038,95.093
-0.290,0.087,4.000,-8.606,-505.188,97.717
0.195,0.457,4.000,-1.221,-357.361,86.975
0.065,0.337,3.639,8.423,-243.042,61.951
0.157,0.229,3.026,-12.146,-144.958,35.583
0.225,0.094,2.582,-41.931,-81.116,25.391
0.197,0.061,2.304,-54.871,-59.082,25.269
0.261,0.113,2.129,-48.462,-47.607,27.832
0.275,0.190,1.964,-26.367,-39.856,25.818
0.279,0.234,1.738,1.465,-33.875,17.273
0.286,0.239,1.485,20.874,-26.733,7.568
0.304,0.226,1.262,25.269,-21.729,0.488
0.333,0.211,1.094,18.127,-18.860,-2.991
0.367,0.196,0.981,8.545,-18.616,-4.700
0.392,0.183,0.894,3.540,-20.813,-5.981
0.394,0.172,0.853,4.517,-24.719,-7.507
0.388,0.152,0.877,9.216,-30.212,-9.033
0.372,0.108,0.983,14.954,-33.936,-9.766
0.361,0.099,1.147,18.616,-32.898,-8.789
0.360,0.109,1.263,20.813,-23.865,-6.104
0.336,0.144,1.285,22.278,-8.789,-4.333
0.286,0.149,1.236,21.423,7.202,-5.737
0.257,0.142,1.183,14.771,17.212,-7.324
0.236,0.129,1.156,5.188,21.790,-7.874
0.227,0.113,1.157,-2.747,23.376,-7.385
0.244,0.109,1.185,-6.653,22.400,-6.958
0.264,0.108,1.210,-5.859,21.729,-7.202
0.268,0.100,1.212,-1.709,23.743,-8.484
0.275,0.086,1.192,2.991,27.161,-10.010
0.277,0.072,1.152,6.165,31.799,-11.169
0.275,0.057,1.090,7.385,36.194,-11.597
0.279,0.052,1.018,7.751,39.368,-11.597
0.282,0.046,0.944,6.836,41.260,-11.719
0.287,0.033,0.885,5.310,40.894,-11.963
0.290,0.018,0.836,3.906,39.063,-11.719
0.295,0.008,0.784,2.930,35.706,-10.864
0.301,0.005,0.752,2.136,31.189,-8.972
0.311,0.007,0.734,1.038,26.367,-7.324
0.309,0.006,0.714,0.732,21.545,-5.554
0.304,0.001,0.704,0.732,16.602,-3.967
0.307,-0.000,0.719,0.183,11.108,-2.686
0.314,0.007,0.761,-0.671,6.104,-1.648
0.322,0.017,0.816,-0.183,2.930,-1.282
0.332,0.031,0.869,1.282,2.625,-1.892
0.330,0.024,0.905,3.235,4.272,-3.723
0.329,0.017,0.935,4.456,6.958,-5.737
0.320,0.013,0.962,4.089,10.742,-6.958
0.323,0.008,0.990,2.869,14.954,-7.446
0.321,0.000,1.004,1.282,17.578,-7.996
0.319,-0.009,1.018,-0.488,19.226,-8.789
0.323,-0.016,1.046,-1.648,21.484,-8.606
0.339,-0.021,1.087,-2.502,24.353,-7.935
0.351,-0.025,1.136,-2.319,28.320,-7.141

-1.152,-0.836,3.183,27.039,-692.139,8.362
-0.330,-0.257,4.000,7.446,-579.224,10.132
0.171,-0.048,4.000,22.217,-418.701,10.315
0.060,-0.235,3.915,49.194,-280.273,6.470
-0.008,-0.286,3.177,29.480,-166.016,-1.587
0.103,-0.355,2.678,-13.428,-88.867,-3.235
0.102,-0.361,2.406,-41.260,-65.674,-1.343
0.222,-0.303,2.323,-48.584,-58.533,3.418
0.279,-0.192,2.309,-35.095,-51.208,8.118
0.316,-0.061,2.207,-9.888,-40.833,6.226
0.340,0.020,1.975,16.602,-25.940,0.244
0.344,0.054,1.688,33.325,-10.620,-7.446
0.360,0.063,1.405,36.621,0.732,-13.916
0.401,0.065,1.173,30.518,8.179,-17.151
0.447,0.074,1.005,21.484,11.902,-18.005
0.485,0.085,0.881,15.442,11.963,-18.066
0.505,0.086,0.797,14.343,9.521,-17.761
0.519,0.095,0.742,17.090,4.272,-18.127
0.506,0.093,0.697,21.667,-2.808,-18.921
0.479,0.070,0.681,26.306,-10.559,-19.287
0.462,0.041,0.745,27.954,-18.982,-18.982
0.454,0.024,0.858,25.330,-23.926,-17.090
0.436,0.019,0.965,20.569,-21.362,-14.465
0.409,0.017,1.032,15.808,-13.000,-11.536
0.386,0.031,1.049,10.681,-2.808,-9.094
0.354,0.031,1.026,4.822,6.287,-7.751
0.327,0.013,1.003,-2.014,11.902,-7.446
0.308,-0.007,0.991,-7.446,13.428,-6.958
0.299,-0.028,0.991,-10.071,11.719,-6.348
0.295,-0.054,1.001,-9.644,8.972,-5.798
0.296,-0.078,1.018,-7.080,7.019,-5.066
0.297,-0.090,1.023,-3.113,6.348,-4.333
0.306,-0.094,1.015,0.549,6.836,-3.723
0.312,-0.093,0.999,3.113,8.606,-3.784
0.317,-0.093,0.969,3.967,11.414,-3.784
0.323,-0.098,0.928,2.014,13.855,-3.845
0.335,-0.107,0.884,-1.831,15.564,-2.991
0.343,-0.105,0.863,-6.653,17.212,-1.160
0.353,-0.088,0.851,-10.803,17.883,0.549
0.357,-0.079,0.839,-11.963,17.273,1.587
0.365,-0.069,0.836,-10.681,15.808,1.831
0.365,-0.066,0.841,-7.690,13.794,1.709
0.360,-0.067,0.854,-5.005,11.902,1.282
0.362,-0.059,0.870,-2.625,9.705,0.916
0.368,-0.059,0.876,-0.366,8.057,0.549
0.369,-0.061,0.877,1.404,7.996,0.000
0.368,-0.066,0.873,2.991,8.728,0.183
0.362,-0.071,0.879,3.174,9.094,0.244
0.357,-0.072,0.885,2.136,9.399,0.183
0.357,-0.077,0.888,0.427,9.949,0.916
0.356,-0.081,0.888,-1.099,11.292,1.831
0.359,-0.083,0.885,-1.709,12.390,2.686
0.369,-0.081,0.878,-0.671,12.512,3.479
0.359,-0.085,0.880,0.854,11.169,3.357
0.353,-0.086,0.898,2.502,10.010,3.906
0.355,-0.087,0.927,3.052,8.484,5.493
0.375,-0.084,0.995,1.160,8.484,7.263
0.399,-0.073,1.104,-2.502,12.573,9.033
0.422,-0.060,1.205,-5.737,21.423,9.705
0.437,-0.045,1.258,-7.019,33.630,8.972

-0.981,-0.028,2.764,-46.021,-668.152,96.008
-0.598,0.151,3.779,-35.706,-661.133,125.244
0.133,0.571,4.000,-17.334,-541.931,127.014
0.424,0.641,4.000,22.827,-390.686,94.604
0.390,0.517,3.903,58.533,-254.517,41.443
0.391,0.408,3.416,59.204,-134.583,0.793
0.252,0.042,2.570,36.987,-38.452,-22.705
0.603,0.222,2.385,-13.367,19.592,-31.494
0.332,0.128,2.132,-39.429,-15.137,-8.057
0.487,0.161,1.948,-44.556,-23.499,10.620
0.610,0.272,1.927,-51.758,11.353,14.038
0.507,0.339,1.742,-32.349,18.188,8.972
0.536,0.363,1.529,-5.188,26.733,-0.488
0.523,0.353,1.336,18.066,38.147,-11.230
0.487,0.326,1.148,32.593,44.373,-21.606
0.468,0.303,0.996,37.231,46.814,-28.503
0.455,0.280,0.881,35.828,45.593,-32.227
0.455,0.258,0.783,30.396,43.884,-34.241
0.453,0.249,0.728,23.560,41.870,-34.973
0.434,0.230,0.680,18.250,38.574,-35.828
0.431,0.211,0.672,12.817,32.593,-35.889
0.426,0.194,0.668,8.789,25.208,-36.011
0.411,0.158,0.682,6.042,17.944,-35.645
0.398,0.140,0.725,2.502,11.536,-33.997
0.395,0.124,0.773,-0.305,5.981,-31.311
0.409,0.120,0.845,-2.197,2.625,-28.137
0.396,0.121,0.880,-3.662,3.784,-26.062
0.381,0.115,0.885,-4.761,5.005,-23.376
0.405,0.125,0.909,-6.592,6.226,-21.851
0.390,0.115,0.923,-6.958,11.230,-23.804
0.362,0.096,0.914,-5.432,14.893,-26.917
0.351,0.061,0.893,-4.089,14.465,-28.503
0.340,0.030,0.885,-4.089,13.672,-28.992
0.334,0.009,0.866,-4.700,14.038,-27.954
0.344,-0.001,0.861,-5.859,14.038,-26.123
0.348,-0.008,0.855,-7.629,12.634,-24.170
0.358,-0.019,0.854,-8.789,11.597,-22.095
0.374,-0.023,0.861,-9.033,11.230,-19.714
0.387,-0.026,0.858,-7.751,11.963,-17.395
0.401,-0.024,0.846,-4.761,13.489,-14.893
0.410,-0.014,0.830,-1.587,14.526,-12.817
0.415,-0.000,0.803,1.526,14.404,-11.230
0.420,0.015,0.783,3.357,13.184,-10.010
0.423,0.026,0.783,3.540,10.986,-9.460
0.450,0.039,0.808,2.197,8.240,-9.155
0.425,0.045,0.818,1.099,6.470,-9.094
0.438,0.056,0.838,-0.305,6.531,-7.935
0.450,0.073,0.863,-1.770,3.479,-6.287
0.466,0.083,0.912,-2.441,3.845,-7.263
0.459,0.070,0.939,-0.732,6.714,-9.705
0.454,0.055,0.957,1.221,9.521,-11.719
0.453,0.041,0.965,3.540,11.292,-12.329
0.455,0.029,0.981,5.249,14.404,-12.451
0.466,0.027,0.997,5.554,17.273,-11.719
0.468,0.021,1.012,4.883,19.836,-10.986
0.476,0.016,1.046,3.723,22.644,-10.193
0.486,0.018,1.092,3.479,26.367,-9.277
0.501,0.017,1.160,4.761,32.410,-8.301
0.521,0.031,1.221,6.653,40.222,-8.057
0.522,0.032,1.231,10.620,49.805,-9.094

-1.426,-0.270,1.969,16.724,-637.085,53.467
-0.990,-0.235,3.152,23.315,-623.413,65.247
-0.882,-0.208,3.966,40.649,-581.665,83.740
-0.554,0.065,4.000,56.091,-462.219,87.830
-0.238,0.226,4.000,50.476,-297.729,76.050
-0.228,0.333,3.842,33.752,-186.218,52.979
-0.245,0.281,3.456,15.076,-103.088,22.949
-0.259,0.140,3.083,-4.272,-33.752,-3.235
-0.281,0.022,2.747,-18.005,0.732,-18.616
-0.230,-0.030,2.472,-20.874,21.851,-22.583
-0.145,-0.004,2.219,-11.536,33.081,-20.752
-0.033,0.056,1.962,6.287,40.222,-18.494
0.068,0.115,1.711,25.940,44.922,-19.104
0.155,0.149,1.474,39.429,49.072,-21.973
0.210,0.153,1.261,43.884,53.833,-25.879
0.245,0.142,1.085,40.466,58.350,-28.320
0.278,0.143,0.942,33.203,60.913,-29.114
0.288,0.144,0.825,26.428,62.256,-28.442
0.291,0.141,0.753,20.447,59.509,-28.259
0.291,0.123,0.713,16.785,52.856,-28.442
0.290,0.098,0.693,16.357,44.434,-27.832
0.274,0.068,0.675,17.639,36.560,-25.574
0.241,0.045,0.670,18.921,28.625,-22.705
0.224,0.041,0.685,18.372,19.653,-18.250
0.222,0.041,0.725,15.198,10.803,-13.672
0.221,0.056,0.787,9.338,4.028,-10.132
0.215,0.050,0.826,4.578,1.648,-7.446
0.194,0.040,0.863,1.343,0.916,-5.676
0.177,0.033,0.896,-0.610,0.732,-4.822
0.168,0.029,0.936,-3.540,0.732,-4.578
0.153,0.012,0.969,-8.118,0.488,-5.676
0.138,-0.019,0.997,-13.000,1.160,-6.470
0.137,-0.043,1.023,-16.907,3.235,-5.554
0.147,-0.055,1.035,-18.005,5.127,-4.395
0.141,-0.073,1.019,-16.113,6.348,-3.845
0.148,-0.080,1.003,-12.573,6.897,-2.686
0.170,-0.075,0.989,-8.179,7.568,-0.977
0.186,-0.066,0.968,-3.906,8.423,0.427
0.208,-0.044,0.944,-0.488,9.583,1.892
0.220,-0.023,0.911,1.770,10.559,2.258
0.229,-0.005,0.888,2.380,11.414,2.075
0.236,0.004,0.879,1.526,11.658,1.831
0.249,0.014,0.885,-0.122,11.536,1.404
0.257,0.023,0.902,-1.953,11.658,0.427
0.257,0.024,0.919,-2.563,12.390,-0.916
0.255,0.020,0.928,-2.808,13.550,-2.319
0.255,0.016,0.932,-2.441,15.259,-3.418
0.254,0.010,0.933,-2.197,17.090,-3.845
0.250,0.005,0.943,-1.709,18.860,-4.456
0.253,0.008,0.953,-1.404,20.752,-4.883
0.258,0.004,0.956,-1.282,23.071,-5.798
0.264,0.004,0.961,-2.014,25.024,-6.836
0.271,0.000,0.958,-3.113,27.222,-7.080
0.273,-0.002,0.945,-3.540,28.748,-7.385
0.269,-0.008,0.932,-3.235,29.846,-7.812
0.264,-0.014,0.926,-2.563,29.663,-7.874
0.266,-0.021,0.935,-1.282,27.771,-7.263
0.273,-0.025,0.966,0.610,26.123,-6.531
0.291,-0.018,1.006,3.113,26.001,-5.493
0.301,-0.020,1.059,4.333,27.771,-4.883

-1.424,-0.349,3.173,-24.048,-717.590,41.016
-1.031,-0.167,3.972,-19.714,-618.652,60.181
-0.744,-0.029,4.000,-15.564,-474.121,61.218
-0.368,0.180,4.000,-32.715,-315.918,60.120
-0.313,0.271,3.643,-48.035,-195.435,53.162
-0.243,0.250,3.269,-54.382,-110.352,27.893
-0.256,0.083,2.869,-43.945,-47.913,3.174
-0.264,-0.034,2.479,-23.804,-11.902,-5.676
-0.262,-0.023,2.183,-5.432,6.165,-3.967
-0.179,0.041,1.953,9.705,15.137,0.122
-0.121,0.109,1.766,23.315,19.165,-0.549
-0.045,0.128,1.582,32.471,22.522,-5.615
0.036,0.118,1.430,35.095,26.489,-11.902
0.088,0.101,1.293,32.715,30.518,-17.578
0.135,0.083,1.166,29.541,35.645,-20.447
0.174,0.075,1.060,26.672,40.100,-20.386
0.199,0.074,0.981,24.414,42.114,-19.104
0.202,0.079,0.921,22.949,41.443,-17.578
0.185,0.073,0.899,21.912,38.635,-15.991
0.164,0.067,0.902,19.714,34.973,-14.160
0.136,0.065,0.913,16.541,31.677,-12.085
0.108,0.071,0.929,13.733,28.259,-10.315
0.091,0.066,0.959,10.498,26.550,-8.789
0.080,0.067,0.990,7.202,25.146,-7.690
0.073,0.067,1.011,4.028,23.865,-7.324
0.062,0.061,1.022,1.160,24.658,-7.568
0.050,0.045,1.024,-1.343,26.123,-8.484
0.044,0.022,1.027,-3.906,26.428,-9.888
0.043,-0.007,1.029,-5.737,27.161,-10.376
0.046,-0.034,1.033,-6.897,27.954,-9.766
0.055,-0.051,1.032,-7.141,29.053,-8.179
0.062,-0.064,1.036,-6.836,30.212,-6.958
0.073,-0.073,1.029,-5.615,31.677,-5.310
0.087,-0.071,1.016,-3.906,33.020,-3.601
0.116,-0.059,1.008,-2.319,34.668,-1.709
0.133,-0.042,0.992,-1.831,36.560,-0.610
0.141,-0.037,0.965,-2.075,38.086,-0.244
0.141,-0.038,0.949,-2.930,38.513,-0.122
0.153,-0.030,0.946,-3.662,38.269,0.854
0.163,-0.023,0.944,-3.601,36.377,1.221
0.162,-0.024,0.948,-2.502,34.180,1.160
0.173,-0.026,0.979,-0.793,32.043,1.465
0.191,-0.014,1.017,0.366,31.128,2.136
0.204,0.000,1.028,1.709,32.532,2.197
0.203,0.004,1.020,2.258,35.095,1.160
0.199,-0.002,1.026,1.648,36.926,0.122
0.205,-0.007,1.052,-0.977,39.063,-0.488
0.213,-0.009,1.074,-3.601,41.687,-0.793
0.206,-0.018,1.080,-5.432,45.288,-1.343
0.197,-0.042,1.085,-5.981,47.791,-1.709
0.194,-0.062,1.110,-6.165,47.913,-1.465
0.193,-0.072,1.135,-5.371,48.950,0.366
0.203,-0.077,1.154,-4.211,49.683,2.869
0.206,-0.102,1.206,-1.953,51.575,4.333
0.203,-0.135,1.291,0.916,55.054,7.080
0.204,-0.196,1.419,6.531,63.171,12.207
0.201,-0.228,1.590,15.381,77.515,19.226
0.273,-0.172,1.754,27.527,96.497,26.794
0.337,-0.116,1.861,40.466,123.962,28.748
0.336,-0.103,1.927,46.570,160.767,23.437

-0.590,0.063,3.961,29.785,-688.049,-25.269
-0.033,-0.015,4.000,80.933,-577.148,-30.457
0.144,-0.315,4.000,126.526,-414.246,-39.917
0.102,-0.312,3.886,101.135,-249.512,-36.560
0.242,-0.247,3.231,46.265,-124.817,-13.611
0.383,-0.179,2.705,-9.827,-61.035,8.972
0.470,-0.087,2.411,-55.481,-28.259,17.578
0.531,-0.066,2.270,-73.120,1.099,12.207
0.514,-0.078,2.026,-49.255,11.658,4.578
0.538,-0.043,1.726,-10.376,17.517,-0.916
0.540,-0.013,1.438,21.057,24.719,-4.517
0.510,0.003,1.160,36.194,30.334,-6.165
0.524,0.036,0.957,34.180,32.959,-5.005
0.529,0.051,0.823,22.156,33.081,-3.174
0.542,0.074,0.739,10.559,32.532,-1.648
0.562,0.097,0.682,4.639,30.090,0.183
0.576,0.122,0.642,4.211,25.818,1.099
0.583,0.137,0.618,7.263,20.874,0.977
0.566,0.129,0.607,9.766,15.198,0.000
0.546,0.121,0.616,9.583,8.545,0.122
0.516,0.124,0.652,8.545,1.526,1.343
0.498,0.123,0.733,7.080,-4.150,2.869
0.483,0.145,0.833,5.493,-7.874,3.662
0.462,0.160,0.917,4.822,-7.019,2.930
0.431,0.153,0.966,4.517,-2.625,0.854
0.410,0.138,0.990,3.052,2.502,-1.526
0.391,0.115,0.998,1.465,7.568,-3.418
0.379,0.088,0.997,-0.427,11.597,-4.944
0.369,0.051,0.999,-2.319,13.611,-6.104
0.371,0.014,1.014,-3.235,14.771,-6.592
0.374,-0.009,1.034,-2.136,16.296,-6.042
0.380,-0.020,1.032,1.221,18.860,-5.432
0.385,-0.028,1.004,6.042,22.156,-4.822
0.394,-0.032,0.964,9.583,24.597,-4.761
0.399,-0.035,0.919,10.376,26.001,-4.456
0.409,-0.033,0.881,7.812,27.588,-3.906
0.415,-0.024,0.846,3.357,28.625,-2.563
0.419,-0.022,0.812,-0.671,29.358,-1.404
0.426,-0.024,0.801,-3.601,28.442,-0.549
0.441,-0.018,0.805,-5.005,25.940,0.305
0.437,-0.018,0.812,-3.540,23.437,1.343
0.440,-0.003,0.838,-0.427,21.729,2.136
0.457,0.009,0.869,1.404,20.142,2.563
0.468,0.013,0.884,3.601,17.456,2.075
0.473,0.002,0.903,4.028,16.235,1.709
0.472,-0.009,0.945,3.723,17.578,2.502
0.493,-0.010,1.006,2.625,19.226,4.028
0.501,-0.013,1.053,1.831,21.667,4.395
0.509,-0.029,1.098,3.662,25.024,3.845
0.524,-0.038,1.173,5.432,29.053,4.517
0.543,-0.026,1.227,6.165,37.109,5.737
0.544,-0.021,1.243,7.507,47.668,6.287
0.535,-0.011,1.245,7.751,57.861,6.287
0.583,-0.015,1.294,6.470,68.237,5.249
0.599,-0.006,1.353,4.944,79.468,2.380
0.598,-0.043,1.435,5.798,95.215,-0.488
0.603,-0.051,1.510,8.179,115.295,-1.282
0.609,-0.047,1.526,13.306,136.780,-1.038
0.609,-0.049,1.516,18.066,159.363,-1.160
0.607,-0.036,1.489,18.188,182.312,0.244

-1.307,-0.147,2.658,21.179,-668.030,83.862
-0.979,0.002,3.387,9.155,-609.192,94.971
-0.715,0.163,3.607,3.235,-518.372,104.065
-0.593,0.268,3.599,-10.132,-413.452,104.858
-0.391,0.402,3.550,-28.320,-302.246,89.417
-0.375,0.398,3.364,-29.602,-219.299,67.566
-0.347,0.351,3.112,-19.226,-157.532,42.236
-0.293,0.288,2.839,-9.827,-102.051,22.888
-0.279,0.239,2.554,-1.709,-57.617,9.583
-0.226,0.222,2.269,3.418,-22.461,1.892
-0.178,0.226,2.013,8.606,1.404,-2.197
-0.117,0.247,1.772,15.198,17.029,-5.066
-0.033,0.247,1.564,22.095,28.442,-7.996
0.029,0.263,1.376,28.442,36.377,-12.024
0.082,0.259,1.227,33.447,39.612,-15.442
0.137,0.256,1.115,35.461,40.100,-18.188
0.186,0.243,1.026,35.828,40.344,-20.569
0.200,0.229,0.959,35.339,41.260,-22.339
0.176,0.226,0.901,33.752,41.443,-23.437
0.163,0.216,0.868,30.640,39.001,-24.658
0.156,0.200,0.853,27.100,34.363,-25.269
0.152,0.176,0.846,24.353,30.029,-25.146
0.146,0.157,0.841,22.034,25.696,-23.926
0.141,0.138,0.829,20.630,22.644,-20.569
0.127,0.132,0.841,19.043,19.165,-15.991
0.127,0.135,0.874,17.395,15.259,-12.207
0.128,0.139,0.910,15.747,11.841,-9.521
0.121,0.132,0.941,13.916,10.498,-8.301
0.114,0.123,0.962,11.719,10.803,-7.385
0.089,0.114,0.974,10.010,12.512,-6.592
0.059,0.087,0.982,8.789,14.526,-5.676
0.058,0.070,1.002,7.019,17.578,-5.310
0.046,0.069,1.025,5.676,19.409,-5.005
0.035,0.063,1.044,4.028,19.531,-6.042
0.044,0.045,1.052,1.892,22.034,-6.714
0.054,0.038,1.070,-2.197,24.719,-6.348
0.074,0.041,1.089,-5.981,27.222,-5.554
0.097,0.052,1.090,-7.507,30.884,-4.456
0.118,0.070,1.088,-7.324,34.363,-4.578
0.125,0.079,1.071,-5.310,36.987,-5.981
0.133,0.080,1.055,-2.502,39.551,-6.958
0.146,0.090,1.054,0.000,41.931,-7.202
0.161,0.103,1.051,1.892,44.495,-7.446
0.172,0.116,1.045,2.625,46.265,-8.118
0.167,0.119,1.053,2.319,47.607,-9.460
0.174,0.113,1.080,0.732,48.950,-10.864
0.164,0.101,1.116,-1.465,50.720,-12.329
0.172,0.082,1.170,-2.869,53.101,-13.428
0.196,0.069,1.264,-4.395,56.824,-13.733
0.208,0.074,1.393,-5.432,64.880,-13.916
0.235,0.040,1.528,-5.310,80.200,-14.160
0.260,0.094,1.651,-5.371,100.586,-14.771
0.302,0.131,1.704,-4.211,125.366,-18.005
0.277,0.136,1.660,-0.061,152.161,-27.832
0.257,0.119,1.570,3.662,176.880,-39.185
0.234,0.065,1.425,4.517,198.547,-48.035
0.218,-0.003,1.317,3.723,212.830,-51.575
0.245,-0.086,1.296,-1.099,219.543,-48.218
0.272,-0.142,1.369,-8.301,224.976,-38.330
0.314,-0.149,1.443,-13.977,235.596,-25.635

-0.994,-0.290,-1.592,39.063,-549.805,40.710
-1.424,-0.190,-0.892,24.475,-655.579,62.561
-1.770,-0.200,-0.319,22.400,-739.990,78.918
-2.099,-0.317,0.317,31.616,-802.795,88.501
-2.162,-0.280,1.200,34.668,-832.703,95.825
-1.967,-0.151,1.930,35.706,-820.679,101.929
-1.595,-0.206,2.756,44.678,-782.654,102.539
-1.247,-0.072,3.585,35.645,-732.056,109.314
-0.718,0.262,3.975,-5.859,-601.257,119.080
-0.426,0.376,3.683,-43.518,-415.039,114.441
-0.293,0.503,3.366,-65.186,-265.625,93.018
-0.209,0.502,3.048,-65.186,-174.744,63.904
-0.226,0.388,2.724,-40.100,-119.141,29.480
-0.266,0.245,2.396,-11.169,-76.843,2.625
-0.269,0.145,2.079,6.470,-38.818,-8.789
-0.303,0.106,1.838,10.925,-14.038,-9.338
-0.332,0.109,1.661,9.583,-1.831,-6.470
-0.310,0.133,1.554,8.911,4.333,-3.357
-0.280,0.148,1.453,13.611,5.981,-3.662
-0.237,0.164,1.381,20.935,0.427,-5.676
-0.181,0.173,1.349,28.748,-5.554,-7.751
-0.125,0.179,1.328,34.424,-6.592,-8.240
-0.087,0.191,1.320,35.889,-4.089,-7.812
-0.063,0.201,1.307,34.546,1.221,-7.141
-0.059,0.205,1.305,31.860,8.423,-7.202
-0.057,0.211,1.307,28.687,16.541,-8.179
-0.073,0.211,1.285,26.306,26.245,-10.193
-0.101,0.199,1.234,24.536,35.767,-12.512
-0.117,0.194,1.186,21.484,42.908,-14.282
-0.123,0.185,1.133,17.883,48.279,-15.015
-0.123,0.176,1.079,14.404,50.049,-15.686
-0.115,0.168,1.039,10.742,48.767,-15.930
-0.105,0.158,1.003,8.484,46.753,-15.686
-0.094,0.150,0.979,8.057,44.128,-15.625
-0.084,0.137,0.959,8.850,41.321,-15.686
